id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19881646,https://www.airbnb.com/rooms/19881646,20211207182339,2021-12-08,Modern Victorian Kennington,"Centrally located 2nd floor flat. Architect designed, open plan space. Close to tube, buses etc. Walk to Imperial War Museum, 15 mins to any part of central London. Quiet, bright. Near to pubs, cafés, shops. Great neighbourhood.<br /><br /><b>The space</b><br />Two double bedrooms. We can supply two air mattresses + bedding on request which can be used in the main area.<br /><br /><b>Guest access</b><br />The entire apartment.","Really convenient. Great for buses, tubes and taxis. You could walk to Parliament Square or Tate Modern. Lovely cafés and pubs, typical London. Not a touristy area.",https://a0.muscache.com/pictures/51bc21b2-0a17-4652-801f-d14af83bf9f1.jpg,7017012,https://www.airbnb.com/users/show/7017012,Catherine,2013-06-20,"London, UK","We are a family, 2 adults and 2 young children. ",,,0%,f,https://a0.muscache.com/im/pictures/user/6f554d1f-4f2f-472e-97c4-20c620e2ca78.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f554d1f-4f2f-472e-97c4-20c620e2ca78.jpg?aki_policy=profile_x_medium,Kennington,2.0,2.0,"['email', 'phone', 'reviews']",t,f,"Greater London, England, United Kingdom",Lambeth,,51.49172,-0.11043,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,"[""Hot water"", ""Heating"", ""Iron"", ""Dryer"", ""Hair dryer"", ""Oven"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$99.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2021-12-08,3,0,0,2017-08-20,2017-09-15,5.0,5.0,5.0,5.0,4.67,5.0,5.0,,f,2,2,0,0,0.06
19886044,https://www.airbnb.com/rooms/19886044,20211207182339,2021-12-08,Spare bedroom with own private bathroom in Poplar,Spare bedroom to rent out available immediately ideally for a month but dates flexible. Own private bathroom as my bedroom has an ensuite. I am a full-time working female professional and work in the City. Ideal for either City or Canary Wharf as located 10min walk to Westferry DLR or 6min walk to Langdon Park DLR station. Bright and lovely flat with a huge balcony and only flat on the floor.,,https://a0.muscache.com/pictures/d9c1e08d-8254-498d-9c6e-1b8f087bd1f9.jpg,140752659,https://www.airbnb.com/users/show/140752659,Maria,2017-07-16,"Paris, Île-de-France, France",,,,,f,https://a0.muscache.com/im/pictures/user/502350a6-c33e-4d31-a42f-b52fb11f4c94.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/502350a6-c33e-4d31-a42f-b52fb11f4c94.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Tower Hamlets,,51.5161,-0.02095,Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,"[""Shampoo"", ""Washer"", ""Elevator"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Dryer""]",$50.00,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,,t,0,0,0,0,2021-12-08,0,0,0,,,,,,,,,,,f,1,0,1,0,
19889129,https://www.airbnb.com/rooms/19889129,20211207182339,2021-12-08,Entire house in Stoke Newington,"Beautiful and relaxing 3 bedroom period house off stoke newington church street. Recently renovated with open plan living space downstairs and 3 double bedrooms for your use upstairs. The large family bathroom has a bath, separate shower and toilet. There is another toilet and wash basin adjacent. From the house, you can stroll to all the great restaurants and pubs of church street or to clissold park. Jump on the frequent buses to get into central London. You will be sharing with our cat.<br /><br /><b>The space</b><br />The kitchen is spacious and easy to use, with gas hob, microwave, oven, washing machine and dishwasher. The kitchen table seats 4 people comfortably. Double doors open out from the kitchen to the patio garden with bijou table and chairs.<br /><br /><b>Guest access</b><br />This is our home so there are some things of ours in the cupboards but please feel free to use the tea, coffe and cooking staples. The 4th bedroom is not available and we will appreciate you respect","Stoke Newington is a fun neighbourhood which has loads of restaurants cafes and pubs. There is also the lovely Clissold park, which has a cafe. We are also a short bus ride to Shoreditch which is also an interesting place to hang out.",https://a0.muscache.com/pictures/20207fd5-fff3-48af-ad21-4443d506922c.jpg,3461584,https://www.airbnb.com/users/show/3461584,Caroline,2012-09-03,GB,I am a professional middle aged woman. I think it is important to leave a place clean and tidy and respect your home and neighbourhood. I hope this tells you enough about me to consider renting to me. I am happy to speak on the phone.,,,,f,https://a0.muscache.com/im/pictures/user/03440ca2-3476-4d50-9ae4-dffa7606f6b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03440ca2-3476-4d50-9ae4-dffa7606f6b5.jpg?aki_policy=profile_x_medium,Stoke Newington,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Greater London, England, United Kingdom",Hackney,,51.56112,-0.07925,Entire townhouse,Entire home/apt,4,,1 bath,3.0,3.0,"[""Hot water"", ""Heating"", ""Coffee maker"", ""TV with standard cable"", ""Iron"", ""Indoor fireplace"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Kitchen"", ""Paid parking off premises"", ""Cable TV"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware""]",$90.00,2,14,2.0,2.0,14.0,14.0,2.0,14.0,,t,0,0,0,0,2021-12-08,18,0,0,2017-08-24,2018-06-04,4.94,5.0,4.83,4.65,5.0,4.94,5.0,,t,1,1,0,0,0.34
20030052,https://www.airbnb.com/rooms/20030052,20211207182339,2021-12-08,Brand New Studio Flat close to Central London,"Cozy, bright, stunning, ideally located studio apartment set on the very high ground floor of the contemporary residential development Mountview Lodge with video entry systems. Located moments away from prominent Swiss Cottage tube station, excellent selection of shops, bars, and restaurants in Regent's Park Road and FinchleyRoad, and the picturesque surroundings of three of London’s finest green spaces Hampstead Heath, Primrose Hill and The Regent’s Park.",,https://a0.muscache.com/pictures/9c965482-0f5e-4af4-a8c3-aa30e6646b64.jpg,31650866,https://www.airbnb.com/users/show/31650866,Stefan,2015-04-21,"London, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/15649887-8bb0-4e3b-b4e9-06b95b242056.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15649887-8bb0-4e3b-b4e9-06b95b242056.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Camden,,51.5445,-0.17684,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,"[""Carbon monoxide alarm"", ""Host greets you"", ""Heating"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Hair dryer""]",$69.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2021-12-08,0,0,0,,,,,,,,,,,f,1,1,0,0,
20071920,https://www.airbnb.com/rooms/20071920,20211207182339,2021-12-08,Perfect London base: Flat & garden near Victoria.,"Comfy, cosy, quiet apartment with garden in Westminster. Newly decorated throughout. Perfect for a couple. Walking distance from Victoria, Buckingham Palace, Tate Britain, Chelsea Bridge and Battersea Park. Even closer to Pimlico underground station on the Victoria line and 24 bus route, which goes to Houses of Parliament, Trafalgar Square, Camden Town and Hampstead Heath.<br /><br /><b>The space</b><br />Super comfy, super convenient apartment in an ex-local authority housing estate in the heart of London that offers leafy tranquility and great proximity to the West End. Good internet and wide-screen TV. New, high-quality sofa-bed if more than two guests.<br /><br /><b>Guest access</b><br />Guests should feel at home. Feel free to use the kitchen, washing machine, bath, shower and cupboards. Make your own tea or coffee. Fill the fridge with beer or wine. Relax on the sofa in front of the TV or (weather permitting) sit outside in the small but peaceful garden.<br /><br /><b>Other thing","Walking distance from Victoria, Buckingham Palace, St James Park and Westminster Abbey.  Pimlico is so quiet it sometimes feels like a sleepy village. As well as being a good base for trips to the West End or along the Thames, you can also try several nearby pubs, Indian restaurants, a Tapas cafe and fish-n'chip shop,",https://a0.muscache.com/pictures/c4795bbf-7d57-449a-b329-55c11920abad.jpg,142668544,https://www.airbnb.com/users/show/142668544,Jonathan,2017-07-26,"England, United Kingdom",Londoner eager for guests to feel at home. ,,,,f,https://a0.muscache.com/im/pictures/user/7b5c2f82-cac4-4054-9f54-b4826833fe0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7b5c2f82-cac4-4054-9f54-b4826833fe0a.jpg?aki_policy=profile_x_medium,Pimlico,1.0,1.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Westminster,,51.48756,-0.13714,Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,"[""Shampoo"", ""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Heating"", ""TV with standard cable"", ""Cable TV"", ""Essentials"", ""First aid kit"", ""Dishes and silverware"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Hair dryer""]",$50.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2021-12-08,10,0,0,2017-09-20,2020-02-16,4.4,4.5,4.0,4.7,4.9,4.8,4.5,,f,1,1,0,0,0.19
20090931,https://www.airbnb.com/rooms/20090931,20211207182339,2021-12-09,"Cosy 1 Bedroom flat with Amazing View, Sleeps 3","Cosy 1B flat is located in a quite and charming marina. Just minutes away from a riverside walk and a peer from where you could explore all major London attractions by high speed commuter boat. Enjoy the tranquility of our place combined with easy access to Central London, Greenwich and Canary Wharf! Nearest tube station is within 15min walk or a short bus ride. The flat is fully equipped for relaxing and convenient stay.<br /><br /><b>The space</b><br />The flat is located in a quite marina near the Thames river. No parties are allowed in the flat. It compromises of living room with fully fitted open plan kitchen, sofa bed, cosy bedroom with double bed, and bathroom. Please note that the flat is best suited for 2-3 adults or 2 adults with 2 children (up to 12 years old).<br /><br />Amenities: <br />-24/7 guest support<br />- Professionally cleaned<br />- Hotel-quality bed linen and towels<br />- 24/7 check-in as there is a lockbox with the keys<br />-Please note that the Wifi availabl","A bustling residential area of Rotherhithe, Surrey Quays is home to the largest marina in London, leisure facilities and a convenient shopping centre in the heart of Canada Water. The first dockyard on this part of the Rotherhithe peninsula was built in 1696, a manmade network of canals, timber ponds and docks heaving with ships. Canada Water is the only freshwater lake in Docklands, once forming part of Canada Dock. Pockets of Victorian streets, pubs and some sought after 19th century warehouse conversions recall the area’s history, but the docks were almost wiped out in World War II and subsequently closed in the early 1970s. The area was redeveloped in the 1980s and the overriding feeling is modern. <br />There are gorgeous walks and cycle rides to be enjoyed in both directions along the river and two Thames Clipper docking points, so many of the Canary Wharf workers who call this area home commute by boat. Those having a go at kayaking at the watersports centre here will find it ha",https://a0.muscache.com/pictures/12aed64e-dc2d-4033-9a97-56431444b865.jpg,102722072,https://www.airbnb.com/users/show/102722072,Olga,2016-11-06,"London, England, United Kingdom",,,,100%,t,https://a0.muscache.com/im/pictures/user/dccc02b7-80ed-4d3e-84c7-adf970cb5c1d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dccc02b7-80ed-4d3e-84c7-adf970cb5c1d.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"London, England, United Kingdom",Southwark,,51.49423,-0.03396,Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,"[""Hot water"", ""Heating"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Iron"", ""Free parking on premises"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Waterfront""]",$83.00,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,6,2021-12-09,24,4,0,2017-08-16,2021-04-02,4.6,4.7,4.45,4.45,4.5,4.85,4.65,,f,1,1,0,0,0.46
20511903,https://www.airbnb.com/rooms/20511903,20211207182339,2021-12-09,Ivy | Donne Place | Pro-Managed,"We’re delighted to welcome back into our portfolio this magnificent & very popular family home, which has been fully refurbished to a very high standard by its new owners.<br /><br /><b>The space</b><br />LIVING & EATING<br />As you enter the home, you are greeted by the smart, bright living room, which leads through to the fully-equipped kitchen and dining area, and onto a small private patio garden. On the second floor of the house there is a further decked private roof terrace with table and chairs.<br /><br />BEDROOMS & BATHROOMS<br />The home has three double bedrooms. The master bedroom on the second floor has a UK superking (6ft wide) bed, plentiful storage space, and is served by an adjacent bathroom which comprises a bath rather than shower, whilst the first floor accommodates two further bedrooms, one with a UK king (5ft wide) bed, the second with a standard double (4ft wide) bed. A second, family bathroom is located between these two rooms, with a large shower stall, basin a","The location of this home is almost unbeatable. Situated on a residential road just behind the famous Walton Street and Michelin building, you are spoiled for excellent restaurants, boutique shopping and a world of culture all within a few minutes’ walk of this beautiful corner of South Kensington. The Natural History & Science Museums and V&A are very close by, and with South Kensington tube station just up the road, the West End (via the Piccadilly Line) and Houses of Parliament (via the District Line) are within very easy reach.",https://a0.muscache.com/pictures/cd6790df-1923-430a-8901-153674f26a17.jpg,10961046,https://www.airbnb.com/users/show/10961046,Ivy,2014-01-02,"London, England, United Kingdom","We’re Ivy, London’s most trusted vacation rentals agency (Trustpilot), managed by Guy and his team from Ivy's office in Chelsea.

Since 2009, we’ve managed over 10,000 stays in our portfolio of wonderful, handpicked London homes.

All our stays are professionally managed and we pride ourselves on our highly attentive, responsive and personal service, allowing our guests to book with absolute confidence in our carefully selected homes and the service they’ll receive before, during and after they stay with us.

Our bookings come as standard with:

- Highly responsive service, before & during your stay
- 5* hotel grade linen and toiletries
- Professional home preparation by Ivy-trained housekeepers
- Full management and support during your stay for any issues/questions
- Flexible check in/out & luggage solutions free of charge whenever possible

We look forward to helping with your stay!",within a day,51%,49%,f,https://a0.muscache.com/im/pictures/user/7d81a369-4a79-4784-8ec4-75ce1fdbd76a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d81a369-4a79-4784-8ec4-75ce1fdbd76a.jpg?aki_policy=profile_x_medium,Kensington,68.0,68.0,"['email', 'phone', 'reviews', 'jumio']",t,t,"Greater London, England, United Kingdom",Kensington and Chelsea,,51.49464,-0.16641,Entire residential home,Entire home/apt,6,,2 baths,3.0,3.0,"[""Hot water"", ""Heating"", ""Coffee maker"", ""Lockbox"", ""Iron"", ""Dryer"", ""Hair dryer"", ""Stove"", ""Oven"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""Long term stays allowed"", ""Kitchen"", ""Patio or balcony"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$462.00,5,45,5.0,5.0,45.0,45.0,5.0,45.0,,t,10,27,57,257,2021-12-09,5,1,0,2018-12-15,2021-07-31,4.6,4.2,4.4,4.4,5.0,5.0,4.4,,f,67,67,0,0,0.14
20515941,https://www.airbnb.com/rooms/20515941,20211207182339,2021-12-08,GREAT double room in a spacious townhouse,"A spacious and homely house located in a great area of London.<br /><br />Living with 4 other housemates.<br /><br />10 minutes walk from both Clapham Common tube and Clapham Junction with great bus connections all over London.<br /><br />Looking for someone to rent in my room (pictures of the room can be provided privately) while I am away for a period of 2 weeks, from 25 August to 8 September.",,https://a0.muscache.com/pictures/573178ac-758f-41b6-baea-8dccc2ec9df1.jpg,146469405,https://www.airbnb.com/users/show/146469405,Alexander,2017-08-17,"London, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/4cdff8a1-1c55-41a2-b7f4-317b3359c066.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cdff8a1-1c55-41a2-b7f4-317b3359c066.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,,Wandsworth,,51.46509,-0.1548,Private room in residential home,Private room,1,,2 shared baths,1.0,1.0,"[""Shampoo"", ""Washer"", ""Essentials"", ""Iron"", ""TV"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Kitchen""]",$21.00,3,14,3.0,3.0,14.0,14.0,3.0,14.0,,t,0,0,0,0,2021-12-08,1,0,0,2017-09-08,2017-09-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.02
20669304,https://www.airbnb.com/rooms/20669304,20211207182339,2021-12-09,Apartment in leafy Hampstead,"Flat situated in Hampstead area, close to the park. Easy access to central London by bus and tube . Spacious king size bedroom with own bathroom in front of the bedroom and share kitchen, dinner and living room.<br />Bus access to Luton and Stanstead  airport  and tube and train to Heathrow and Gatwick",,https://a0.muscache.com/pictures/06ce6847-bcf4-4afe-9e5d-678c206532cd.jpg,142485163,https://www.airbnb.com/users/show/142485163,Josu,2017-07-25,"Saint Osyth, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/0d66d50d-c8a7-48f6-868d-f8eb8b634530.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d66d50d-c8a7-48f6-868d-f8eb8b634530.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Camden,,51.55753,-0.18626,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,"[""Washer"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Free parking on premises"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Dryer""]",$200.00,14,1125,14.0,14.0,1125.0,1125.0,14.0,1125.0,,t,23,53,83,83,2021-12-09,2,0,0,2017-09-27,2017-09-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.04
20792535,https://www.airbnb.com/rooms/20792535,20211207182339,2021-12-08,Cosy private bedroom in trendy Stoke Newington,"A charming bright double room in a Victorian house located in trendy Dalston/ Stoke Newington just off Church Street with lots of cafes, restaurants and shops - next to Clissold Park. Well connected to Canonbury overground (7 min walk away) and also close to Highbury & Islington underground which take you to central London in only 15min.<br />This place is ideal for people who are looking to explore the fabulous and diverse area of north/ east London for a cheap rent.<br /><br /><b>The space</b><br />There's a large comfortable double bed in the room. And a closet for clothes. The room is located on the first floor with a window. The toilet is located on the first floor too.<br />My partner and I are living on the ground floor and first floor - you will be sharing the bathroom and kitchen with us.<br /><br /><b>Guest access</b><br />There's a big kitchen in the house which guests are welcome to use. The kitchen also has a washing machine which can be used.<br />There is fast speed inte","The neighbourhood is residential, very quiet and the house is located on a small side street to trendy Stoke Newington Church Street.",https://a0.muscache.com/pictures/ff1daed6-f0e0-4c43-8ed0-30ff11e3052e.jpg,44846440,https://www.airbnb.com/users/show/44846440,Simone,2015-09-22,"London, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/8e5e94d3-5c43-4480-9a38-c06509d9f75a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8e5e94d3-5c43-4480-9a38-c06509d9f75a.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"London, United Kingdom",Hackney,,51.55753,-0.08625,Private room in residential home,Private room,2,,1 shared bath,1.0,1.0,"[""Washer"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Hair dryer""]",$36.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,0,0,0,2021-12-08,0,0,0,,,,,,,,,,,t,1,0,1,0,
20797744,https://www.airbnb.com/rooms/20797744,20211207182339,2021-12-08,Riverview Room in one bedroom apartment,"Riverview room in one bedroom apartment located near Battersea Square , easy access to central London , approx. 15 min by bus to Victoria Station .Two double sofa beds one large one small, direct access to kitchen and balcony ; shared bathroom.<br /><br /><b>The space</b><br />We live near Battersea Square by the river Thames. The location is great and near central london. Bus stop is approx. 3 min from the building and it will take you to Victoria station.",,https://a0.muscache.com/pictures/80a4092c-f661-419e-bae0-26efe686b4f4.jpg,149100268,https://www.airbnb.com/users/show/149100268,Marzena,2017-09-04,"England, United Kingdom","Hi we are family of three and we live in Battersea , London. We have now opportunity to welcome our first guests during Christmas period :) as two of us are travelling during that period . Please let me know if you have any questions :)",,,,f,https://a0.muscache.com/im/pictures/user/648e3323-ca42-474e-aed5-9514f4bdfa68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/648e3323-ca42-474e-aed5-9514f4bdfa68.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,,Wandsworth,,51.47002,-0.17664,Private room in rental unit,Private room,2,,1 shared bath,,1.0,"[""Shampoo"", ""Washer"", ""Elevator"", ""Heating"", ""TV with standard cable"", ""Cable TV"", ""Breakfast"", ""Essentials"", ""Iron"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Hair dryer""]",$100.00,3,14,1.0,3.0,14.0,14.0,2.4,14.0,,t,0,0,0,0,2021-12-08,0,0,0,,,,,,,,,,,f,1,0,1,0,
20844051,https://www.airbnb.com/rooms/20844051,20211207182339,2021-12-08,Double room on Brick Lane,"Double room in a modern flat on vibrant Brick Lane<br /><br /><b>The space</b><br />This is a 2 bedroom flat located on Brick Lane. <br />The bedroom is located on the other side of the flat not overlooking Brick Lane, so it isn't really affected by noise on the street.<br /><br /><b>Guest access</b><br />You have access to the communal living area, bathroom and kitchen and may use any appliances incl washing machine and fridge.","Brick Lane is a vibrant, bustling street near the City of London. It's famous for its curry houses and 24 hour beigel shops, flea market, vintage shops and street art.  There are plenty of amenities nearby, including a grocery store just below the flat. On Sundays, there is a street market selling food from all over the World; and the Columbian Flower market is a short walk away. Spitalfields market is open 7 days a week and is only a 5min walk.",https://a0.muscache.com/pictures/95ae2ffe-234c-4cea-a1c7-5aca54bd1e50.jpg,22159377,https://www.airbnb.com/users/show/22159377,Amelia,2014-10-05,"Greater London, United Kingdom",,,,0%,f,https://a0.muscache.com/im/pictures/user/d0aaae5e-a842-4d2f-b8d2-9e1698e19a85.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0aaae5e-a842-4d2f-b8d2-9e1698e19a85.jpg?aki_policy=profile_x_medium,Whitechapel/Brick Lane,2.0,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Greater London, England, United Kingdom",Tower Hamlets,,51.51732,-0.07204,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,"[""Heating"", ""Hot water"", ""Coffee maker"", ""Essentials"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Kitchen""]",$60.00,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,,t,0,0,0,0,2021-12-08,69,0,0,2017-10-08,2020-03-15,4.86,4.87,4.8,4.8,4.81,4.88,4.84,,f,2,1,1,0,1.36
